index;nartist_with_flow;nartist_with_flow_listened;nmidia_regular_listened;nmidia_regular;nmidia_with_flow;nartist_regular_listened;nartist_regular;nmidia_with_flow_listened;nmidia_with_flow_listened_PROP;nmidia_regular_listened_PROP;nmidia_PROP_diff;nartist_with_flow_listened_PROP;nartist_regular_listened_PROP;nartist_PROP_diff
6414;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
6426;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6440;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6462;0;0;2;2;0;1;1;0;;1.0;;;1.0;
6491;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6493;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6513;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6526;0;0;1;2;0;1;2;0;;0.5;;;0.5;
6537;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6548;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6571;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6572;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6580;0;0;2;2;0;1;1;0;;1.0;;;1.0;
6594;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6610;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6616;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6618;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6622;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6651;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6654;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6659;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6661;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6682;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6684;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6695;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6716;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
6718;0;0;12;12;0;1;1;0;;1.0;;;1.0;
6732;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6741;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6748;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6766;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6769;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6772;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6805;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6811;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
6820;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6844;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6856;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6866;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6874;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6881;0;0;0;1;0;0;1;0;;0.0;;;0.0;
6882;1;1;0;0;1;0;0;1;1.0;;;1.0;;
6916;0;0;1;1;0;1;1;0;;1.0;;;1.0;
6933;1;0;0;0;1;0;0;0;0.0;;;0.0;;
6937;1;1;0;0;2;0;0;1;0.5;;;1.0;;
6949;1;1;0;0;2;0;0;2;1.0;;;1.0;;
6993;0;0;2;2;0;1;1;0;;1.0;;;1.0;
7013;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7048;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7067;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7070;0;0;2;2;0;1;1;0;;1.0;;;1.0;
7073;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7095;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7116;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7117;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7126;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7130;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7137;0;0;2;2;0;1;1;0;;1.0;;;1.0;
7144;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7147;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7148;0;0;9;9;0;1;1;0;;1.0;;;1.0;
7160;1;1;2;2;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
7169;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7189;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7208;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7249;0;0;0;1;0;0;1;0;;0.0;;;0.0;
7254;1;1;0;0;2;0;0;2;1.0;;;1.0;;
7260;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7274;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7277;1;0;2;2;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0
7280;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7282;1;1;0;0;2;0;0;2;1.0;;;1.0;;
7284;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7285;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7292;0;0;0;1;0;0;1;0;;0.0;;;0.0;
7299;0;0;0;1;0;0;1;0;;0.0;;;0.0;
7312;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7316;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7354;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7362;0;0;0;1;0;0;1;0;;0.0;;;0.0;
7403;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7404;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7411;1;0;1;1;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0
7418;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7451;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7463;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7502;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7557;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7571;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7587;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7599;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7600;1;1;7;7;4;1;1;4;1.0;1.0;1.0;1.0;1.0;1.0
7614;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7620;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7636;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7665;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7690;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7703;0;0;0;1;0;0;1;0;;0.0;;;0.0;
7710;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7713;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7738;1;0;0;0;1;0;0;0;0.0;;;0.0;;
7741;1;1;0;0;2;0;0;2;1.0;;;1.0;;
7757;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
7781;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7808;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7879;1;1;0;0;2;0;0;2;1.0;;;1.0;;
7924;0;0;2;2;0;2;2;0;;1.0;;;1.0;
7929;1;1;0;0;1;0;0;1;1.0;;;1.0;;
7938;0;0;1;1;0;1;1;0;;1.0;;;1.0;
7977;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8015;1;0;0;0;1;0;0;0;0.0;;;0.0;;
8035;0;0;4;4;0;1;1;0;;1.0;;;1.0;
8043;1;0;1;1;1;1;1;0;0.0;1.0;0.0;0.0;1.0;0.0
8074;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8098;0;0;2;2;0;1;1;0;;1.0;;;1.0;
8143;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
8153;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8164;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8203;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8229;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8253;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8256;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8290;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8306;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8344;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8366;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8396;0;0;3;3;0;1;1;0;;1.0;;;1.0;
8438;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8455;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8468;0;0;2;2;0;1;1;0;;1.0;;;1.0;
8514;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8517;1;0;0;0;1;0;0;0;0.0;;;0.0;;
8518;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
8527;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8585;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8587;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8608;0;0;0;2;0;0;1;0;;0.0;;;0.0;
8615;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8623;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8627;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8634;0;0;3;3;0;1;1;0;;1.0;;;1.0;
8635;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8661;1;0;0;0;1;0;0;0;0.0;;;0.0;;
8665;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8701;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8703;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8768;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8811;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8869;0;0;0;1;0;0;1;0;;0.0;;;0.0;
8893;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
8895;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8902;1;1;0;0;1;0;0;1;1.0;;;1.0;;
8958;0;0;1;1;0;1;1;0;;1.0;;;1.0;
8965;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9001;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9022;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9080;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9095;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9101;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9105;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
9124;1;1;0;0;2;0;0;1;0.5;;;1.0;;
9129;1;1;1;1;1;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0
9136;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9139;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9144;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9196;0;0;2;2;0;1;1;0;;1.0;;;1.0;
9197;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9200;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9223;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9235;0;0;1;2;0;1;2;0;;0.5;;;0.5;
9241;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9268;0;0;2;2;0;1;1;0;;1.0;;;1.0;
9296;0;0;2;2;0;1;1;0;;1.0;;;1.0;
9304;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9309;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9322;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9324;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9361;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9371;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9383;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9398;1;0;0;0;1;0;0;0;0.0;;;0.0;;
9419;0;0;2;2;0;1;1;0;;1.0;;;1.0;
9420;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9452;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9460;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9483;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9485;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9531;0;0;1;2;0;1;1;0;;0.5;;;1.0;
9549;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9551;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9575;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9615;1;1;1;2;2;1;1;2;1.0;0.5;2.0;1.0;1.0;1.0
9642;2;1;0;0;2;0;0;1;0.5;;;0.5;;
9655;1;1;0;0;1;0;0;1;1.0;;;1.0;;
9723;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9742;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9809;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9881;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9925;0;0;0;1;0;0;1;0;;0.0;;;0.0;
9926;0;0;1;1;0;1;1;0;;1.0;;;1.0;
9927;1;1;0;0;1;0;0;1;1.0;;;1.0;;
10026;1;1;0;0;1;0;0;1;1.0;;;1.0;;
10072;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10078;0;0;0;3;0;0;1;0;;0.0;;;0.0;
10125;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10187;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10203;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10216;1;1;0;0;1;0;0;1;1.0;;;1.0;;
10243;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10325;1;1;0;0;1;0;0;1;1.0;;;1.0;;
10370;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10378;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10382;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10393;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10446;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10470;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10490;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10498;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10502;1;0;0;0;1;0;0;0;0.0;;;0.0;;
10525;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10546;1;1;0;0;2;0;0;2;1.0;;;1.0;;
10591;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10592;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10608;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10621;1;1;0;0;1;0;0;1;1.0;;;1.0;;
10649;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10657;1;1;0;0;2;0;0;2;1.0;;;1.0;;
10659;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10666;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10702;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10733;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10745;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10763;0;0;3;3;0;1;1;0;;1.0;;;1.0;
10791;1;0;0;0;1;0;0;0;0.0;;;0.0;;
10818;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10824;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10918;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10933;0;0;0;1;0;0;1;0;;0.0;;;0.0;
10971;0;0;1;1;0;1;1;0;;1.0;;;1.0;
10988;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11009;0;0;1;1;0;1;1;0;;1.0;;;1.0;
11063;1;0;0;0;1;0;0;0;0.0;;;0.0;;
11065;1;0;0;0;1;0;0;0;0.0;;;0.0;;
11095;0;0;1;1;0;1;1;0;;1.0;;;1.0;
11134;1;0;0;0;1;0;0;0;0.0;;;0.0;;
11139;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11172;1;1;3;3;3;1;1;3;1.0;1.0;1.0;1.0;1.0;1.0
11174;0;0;1;1;0;1;1;0;;1.0;;;1.0;
11191;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11272;0;0;1;2;0;1;1;0;;0.5;;;1.0;
11318;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11354;1;1;0;0;2;0;0;2;1.0;;;1.0;;
11405;1;0;0;0;1;0;0;0;0.0;;;0.0;;
11486;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11549;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11593;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11650;0;0;1;1;0;1;1;0;;1.0;;;1.0;
11653;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11711;0;0;2;3;0;1;1;0;;0.666666666667;;;1.0;
11728;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11739;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11796;0;0;2;2;0;1;1;0;;1.0;;;1.0;
11805;1;1;0;0;1;0;0;1;1.0;;;1.0;;
11866;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11883;0;0;0;1;0;0;1;0;;0.0;;;0.0;
11906;0;0;1;1;0;1;1;0;;1.0;;;1.0;
11932;1;0;0;0;1;0;0;0;0.0;;;0.0;;
12003;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12053;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12065;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12094;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12169;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12257;0;0;0;1;0;0;1;0;;0.0;;;0.0;
12324;0;0;0;1;0;0;1;0;;0.0;;;0.0;
12354;0;0;0;1;0;0;1;0;;0.0;;;0.0;
12424;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12498;1;1;0;0;1;0;0;1;1.0;;;1.0;;
12577;0;0;0;1;0;0;1;0;;0.0;;;0.0;
12584;0;0;0;1;0;0;1;0;;0.0;;;0.0;
12600;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12615;1;1;0;0;1;0;0;1;1.0;;;1.0;;
12780;1;0;0;0;1;0;0;0;0.0;;;0.0;;
12799;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12803;1;1;0;0;1;0;0;1;1.0;;;1.0;;
12866;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12902;1;1;0;0;1;0;0;1;1.0;;;1.0;;
12950;0;0;1;1;0;1;1;0;;1.0;;;1.0;
12963;1;0;0;0;1;0;0;0;0.0;;;0.0;;
13095;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13304;1;0;0;0;1;0;0;0;0.0;;;0.0;;
13520;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13548;1;0;0;0;1;0;0;0;0.0;;;0.0;;
13585;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13765;1;1;0;0;3;0;0;2;0.666666666667;;;1.0;;
13867;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13923;1;1;0;0;1;0;0;1;1.0;;;1.0;;
13932;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13967;0;0;1;1;0;1;1;0;;1.0;;;1.0;
13969;0;0;0;1;0;0;1;0;;0.0;;;0.0;
14005;0;0;1;1;0;1;1;0;;1.0;;;1.0;
14084;0;0;0;1;0;0;1;0;;0.0;;;0.0;
14222;1;1;0;0;2;0;0;2;1.0;;;1.0;;
14417;0;0;4;5;0;1;1;0;;0.8;;;1.0;
14498;1;0;0;0;1;0;0;0;0.0;;;0.0;;
14547;0;0;1;1;0;1;1;0;;1.0;;;1.0;
14625;0;0;0;1;0;0;1;0;;0.0;;;0.0;
14654;0;0;0;1;0;0;1;0;;0.0;;;0.0;
14678;0;0;0;1;0;0;1;0;;0.0;;;0.0;
14740;0;0;1;1;0;1;1;0;;1.0;;;1.0;
14784;1;0;0;0;1;0;0;0;0.0;;;0.0;;
14863;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15029;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15149;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15246;1;1;0;0;1;0;0;1;1.0;;;1.0;;
15379;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15521;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15754;1;1;0;0;1;0;0;1;1.0;;;1.0;;
15787;0;0;1;1;0;1;1;0;;1.0;;;1.0;
15881;0;0;1;2;0;1;1;0;;0.5;;;1.0;
16019;1;0;0;0;1;0;0;0;0.0;;;0.0;;
16064;1;1;0;0;1;0;0;1;1.0;;;1.0;;
16068;0;0;1;1;0;1;1;0;;1.0;;;1.0;
16119;1;1;0;0;1;0;0;1;1.0;;;1.0;;
16152;0;0;1;1;0;1;1;0;;1.0;;;1.0;
16261;0;0;0;1;0;0;1;0;;0.0;;;0.0;
16547;0;0;1;1;0;1;1;0;;1.0;;;1.0;
16725;0;0;1;1;0;1;1;0;;1.0;;;1.0;
17104;1;1;0;0;1;0;0;1;1.0;;;1.0;;
17213;0;0;12;12;0;1;1;0;;1.0;;;1.0;
17734;0;0;1;1;0;1;1;0;;1.0;;;1.0;
17813;0;0;0;1;0;0;1;0;;0.0;;;0.0;
17849;0;0;0;1;0;0;1;0;;0.0;;;0.0;
17876;1;1;0;0;1;0;0;1;1.0;;;1.0;;
18145;0;0;1;1;0;1;1;0;;1.0;;;1.0;
18559;0;0;0;1;0;0;1;0;;0.0;;;0.0;
